Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name_x,Number,Master Store Name,Owner,Correct Name
3215374,United States,New Haven,CT,Connecticut,06477-3507,"401 Boston Post Road, Orange, CT 06477",Orange,Orange,,,41.26022,-73.00956,,Ocean State Jobbers,,Azure Maps,,,,,Ocean State Jobbers
157735,United States,Westchester,NY,New York,10518-1400,"788 Route 35, Cross River, NY 10518",Cross River,Lewisboro,,,41.26246,-73.61402,,Fifth Division Market,,Azure Maps,,,,,Fifth Division Market
2226844,United States,Fairfield,CT,Connecticut,,"898 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26435,-73.13352,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
2326844,United States,Fairfield,CT,Connecticut,,"898 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26435,-73.13352,,Stop & Shop,stores.stopandshop.com/ct/shelton/898-bridgeport-avenue,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
2026844,United States,Fairfield,CT,Connecticut,06484-4621,"875 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26553,-73.13249,,ShopRite Of Shelton,shoprite.com/store/647F3989,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
2026844,United States,Fairfield,CT,Connecticut,06484-4621,"875 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26553,-73.13249,,ShopRite Of Shelton,shoprite.com/store/647F3989,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
6815374,United States,New Haven,CT,Connecticut,06516-3924,"59 Bull Hill Lane, West Haven, CT 06516",West Haven,West Haven,,,41.2684,-72.97957,,Shop Rite,,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
6815374,United States,New Haven,CT,Connecticut,06516-3924,"59 Bull Hill Lane, West Haven, CT 06516",West Haven,West Haven,,,41.2684,-72.97957,,Shop Rite,,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
137735,United States,Westchester,NY,New York,10518-1111,"Route 35, Cross River, NY 10518",Cross River,Lewisboro,,,41.2686,-73.60628,,Fifth Division Market,,Azure Maps,,,,,Fifth Division Market
127735,United States,Westchester,NY,New York,,"890 Old Post Road, Cross River, NY 10518",Cross River,Lewisboro,,,41.26869,-73.6046,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
7015374,United States,New Haven,CT,Connecticut,,"535 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.2691,-72.97825,,ALDI,www.aldi.us/en/weekly-specials/our-weekly-ads/,Azure Maps,,4.0,ALDI,ALDI,ALDI
1826844,United States,Fairfield,CT,Connecticut,06484-4717,"825 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.2694,-73.12885,,ShopRite,www.shoprite.com/,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
1826844,United States,Fairfield,CT,Connecticut,06484-4717,"825 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.2694,-73.12885,,ShopRite,www.shoprite.com/,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
7415374,United States,New Haven,CT,Connecticut,06516-4046,"502 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.2697,-72.97576,,Greatway Food Store,,Azure Maps,,,,,Greatway Food Store
6915374,United States,New Haven,CT,Connecticut,06516-4045,"515 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,FrontDoor,41.27008,-72.97732,,Walmart,www.walmart.com/store/3803/west-haven-ct/details,Azure Maps,,74.0,Walmart,Walmart,Walmart
5015374,United States,New Haven,CT,Connecticut,06516-3942,"221 Bull Hill Lane, West Haven, CT 06516",West Haven,West Haven,,,41.27277,-72.98607,,Big Bargain Convenience,,Azure Maps,,,,,Big Bargain Convenience
4315374,United States,New Haven,CT,Connecticut,,"259 Bull Hill Lane, Orange, CT 06477",Orange,Orange,,,41.27379,-72.98741,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
4415374,United States,New Haven,CT,Connecticut,,"259 Bull Hill Lane, Orange, CT 06477",Orange,Orange,,,41.27379,-72.98741,,"ShopRite Of Orange, Ct",shop.shoprite.com/store/ec50123779,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
4415374,United States,New Haven,CT,Connecticut,,"259 Bull Hill Lane, Orange, CT 06477",Orange,Orange,,,41.27379,-72.98741,,"ShopRite Of Orange, Ct",shop.shoprite.com/store/ec50123779,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
8515374,United States,New Haven,CT,Connecticut,06516-4114,"211 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.27402,-72.96494,,Tiba Halal Market / Mediterranean Flavor,,Azure Maps,,,,,Tiba Halal Market / Mediterranean Flavor
8815374,United States,New Haven,CT,Connecticut,06516-3554,"319 York Street, West Haven, CT 06516",West Haven,West Haven,,,41.27414,-72.96463,,Congress Market,,Azure Maps,,,,,Congress Market
1326844,United States,Fairfield,CT,Connecticut,06484-6269,"2 Corporate Drive, Shelton, CT 06484",Shelton,Shelton,,,41.27617,-73.12952,,Nasdaq Stock Market,www.nasdaq.com,Azure Maps,,,,,Nasdaq Stock Market
687735,United States,Westchester,NY,New York,,"100 Goldens Bridge Road, Katonah, NY 10526",Katonah,Lewisboro,,,41.27657,-73.68018,,A & P Food Store,local.acmemarkets.com,Azure Maps,,1.0,A & P Food Stores,,A & P Food Stores
27735,United States,Fairfield,CT,Connecticut,06877-4627,"360 Main Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.28018,-73.49834,,Ridgefield Water Supply Co,,Azure Maps,,,,,Ridgefield Water Supply Co
2715374,United States,New Haven,CT,Connecticut,06477-2400,"661 Orange Center Road, Orange, CT 06477",Orange,Orange,,,41.28175,-73.02805,,Orange Center Convenience,orangeedc.com/DEFAULT.ASP,Azure Maps,,,,,Orange Center Convenience
17735,United States,Fairfield,CT,Connecticut,06877-4508,"424 Main Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2824,-73.49848,,Milillo Farms,www.ridgefieldapartments.com,Azure Maps,,,,,Milillo Farms
4515374,United States,New Haven,CT,Connecticut,06516-2222,"1088 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28253,-72.98144,,C & A Market,,Azure Maps,,64.0,Central Market,H-E-B,Central Market
7735,United States,Fairfield,CT,Connecticut,06877-4509,"18-20 Prospect Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.28335,-73.49805,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
4815374,United States,New Haven,CT,Connecticut,06516-1732,"215 Tuthill Street, West Haven, CT 06516",West Haven,West Haven,,,41.28444,-72.97989,,Future Meat Market,,Azure Maps,,,,,Future Meat Market
9815374,United States,New Haven,CT,Connecticut,06516-2769,"818 1st Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28563,-72.95367,,Envios Las Americas,,Azure Maps,,,,,Envios Las Americas
6115374,United States,New Haven,CT,Connecticut,06516-1900,"702 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28821,-72.97207,,Aldeans Market,,Azure Maps,,,,,Aldeans Market
1315374,United States,Fairfield,CT,Connecticut,06484-6122,"14 Forest Parkway, Shelton, CT 06484",Shelton,Shelton,,,41.28935,-73.10517,,Stop & Shop,www.stopandshop.com,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
8115374,United States,New Haven,CT,Connecticut,06516-2099,"1131 Campbell Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28988,-72.95898,,ShopRite,www.shoprite.com/,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
8115374,United States,New Haven,CT,Connecticut,06516-2099,"1131 Campbell Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28988,-72.95898,,ShopRite,www.shoprite.com/,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
1415374,United States,Fairfield,CT,Connecticut,06484-4751,"465 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.28999,-73.11234,,Walmart,www.walmart.com/store/2163/shelton-ct/details,Azure Maps,,74.0,Walmart,Walmart,Walmart
37735,United States,Fairfield,CT,Connecticut,06877-4019,"42 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2903,-73.49719,,A & P Tea Co,,Azure Maps,,,,,A & P Tea Co
2015374,United States,New Haven,CT,Connecticut,06477-1521,"767 Derby Milford Road, Orange, CT 06477",Orange,Orange,,,41.29205,-73.0565,,Sprouts Farmers Market,www.sprouts.com,Azure Maps,,,,,Sprouts Farmers Market
430712,United States,Fairfield,CT,Connecticut,06877-4107,"109 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29329,-73.49307,,Ridgefield Organics & Specialty Market,www.ridgefieldorganics.com,Azure Maps,,,,,Ridgefield Organics & Specialty Market
617735,United States,Westchester,NY,New York,,"Goldens Bridge, NY 10526",Goldens Bridge,Lewisboro,,,41.29352,-73.67613,,ACME Markets,https://local.acmemarkets.com/ny/goldens-bridge/100-route-22.html,Azure Maps,,2.0,ACME Markets,,ACME Markets
330712,United States,Fairfield,CT,Connecticut,06877-4111,"125 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2946,-73.4929,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
530712,United States,Fairfield,CT,Connecticut,,"Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29488,-73.49475,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/ridgefield/125-danbury-road-rte-35,Azure Maps,,,,,Stop & Shop Pharmacy
1015374,United States,Fairfield,CT,Connecticut,06484-5303,"401 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.29494,-73.10942,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
1626844,United States,Fairfield,CT,Connecticut,06484-5304,"401 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.29494,-73.10942,,The Market Place,,Azure Maps,,,,,The Market Place
7915374,United States,New Haven,CT,Connecticut,06516-2027,"193 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.29581,-72.95759,,Alling Town Mini Market,,Azure Maps,,,,,Alling Town Mini Market
8215374,United States,New Haven,CT,Connecticut,06516-2001,"163 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.29611,-72.95672,,Spotless Linens,,Azure Maps,,,,,Spotless Linens
2115374,United States,Fairfield,CT,Connecticut,06484-5211,"17 Huntington Plaza, Shelton, CT 06484",Shelton,Shelton,,,41.29612,-73.14554,,Kim's Light Foods,,Azure Maps,,,,,Kim's Light Foods
8015374,United States,New Haven,CT,Connecticut,06516-1653,"80 Gilbert Street, West Haven, CT 06516",West Haven,West Haven,,,41.29873,-72.95643,,Sandoval Deli Mart,,Azure Maps,,,,,Sandoval Deli Mart
4430712,United States,Fairfield,CT,Connecticut,06877-2917,"262 West Mountain Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29915,-73.53595,,Ridgefield Water Supply Co Pumping Station,,Azure Maps,,,,,Ridgefield Water Supply Co Pumping Station
237735,United States,Westchester,NY,New York,10526-1402,"100 Waccabuc Road, Goldens Bridge, NY 10526",Goldens Bridge,Lewisboro,,,41.29941,-73.63682,,A & P,,Azure Maps,,,,,A & P
5115374,United States,New Haven,CT,Connecticut,06516-1007,"486 Derby Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.30586,-72.9721,,Everclear Water,,Azure Maps,,,,,Everclear Water
1030712,United States,Fairfield,CT,Connecticut,06612-1054,"65 Fieldstone Drive, Easton, CT 06612",Easton,Easton,,,41.30742,-73.27698,,Fieldstone Marketing,,Azure Maps,,,,,Fieldstone Marketing
1726844,United States,Fairfield,CT,Connecticut,06484-3254,"99 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.31014,-73.09787,,Cpu Shelton Food Mart,,Azure Maps,,,,,Cpu Shelton Food Mart
9415374,United States,New Haven,CT,Connecticut,06511-5129,"794 George Street, New Haven, CT 06511",New Haven,New Haven,,,41.31063,-72.94951,,Daily Stop,,Azure Maps,,,,,Daily Stop
1615374,United States,New Haven,CT,Connecticut,06418-2522,"656 New Haven Avenue, Derby, CT 06418",Derby,Derby,,,41.31152,-73.05254,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
1715374,United States,New Haven,CT,Connecticut,06418-2522,"656 New Haven Avenue, Derby, CT 06418",Derby,Derby,,,41.31152,-73.05254,,IGA,www.iga.com,Azure Maps,,,,,IGA
9515374,United States,New Haven,CT,Connecticut,06511-4251,"1569 Chapel Street, New Haven, CT 06511",New Haven,New Haven,,,41.31219,-72.94837,,Luck Star Market,,Azure Maps,,,,,Luck Star Market
9115374,United States,New Haven,CT,Connecticut,06511-4200,"1613 Chapel Street, New Haven, CT 06511",New Haven,New Haven,Edgewood,,41.31265,-72.95045,,Reyes Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
9115374,United States,New Haven,CT,Connecticut,06511-4200,"1613 Chapel Street, New Haven, CT 06511",New Haven,New Haven,Edgewood,,41.31265,-72.95045,,Reyes Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
226844,United States,Fairfield,CT,Connecticut,06468-2357,"470 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31516,-73.21764,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
326844,United States,Fairfield,CT,Connecticut,06468-2357,"470 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31516,-73.21764,,Stop & Shop,stores.stopandshop.com/ct/monroe/470-monroe-turnpike,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
126844,United States,Fairfield,CT,Connecticut,06468-2362,"487 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31605,-73.21683,,Monroe Food Mart,www.monroeps.org,Azure Maps,,21.0,Foodmart,,Foodmart
26844,United States,Fairfield,CT,Connecticut,06468-2310,"535 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31867,-73.21444,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
2630712,United States,Fairfield,CT,Connecticut,06468-1150,"388 Main Street, Monroe, CT 06468",Monroe,Monroe,,,41.31958,-73.26258,,Team Four Foods,Teamfourfoods.com,Azure Maps,,,,,Team Four Foods
15374,United States,New Haven,CT,Connecticut,06418-1934,"143 Main Street, Derby, CT 06418",Derby,Derby,,,41.31966,-73.08685,,Island Star,,Azure Maps,,,,,Island Star
2330712,United States,Fairfield,CT,Connecticut,06468-1112,"444 Main Street, Monroe, CT 06468",Monroe,Monroe,,,41.32267,-73.26526,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
115374,United States,New Haven,CT,Connecticut,06418-1814,"160 Elizabeth Street, Derby, CT 06418",Derby,Derby,,,41.32315,-73.08962,,Checker Food Store,,Azure Maps,,,,,Checker Food Store
9015374,United States,New Haven,CT,Connecticut,06515-1311,"287 Blake Street, New Haven, CT 06515",New Haven,New Haven,Beaver Hills,,41.32724,-72.95318,,Campus Convenience,,Azure Maps,,,,,Campus Convenience
6415374,United States,New Haven,CT,Connecticut,06515-1703,"1057 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.32881,-72.96538,,Acme Market,www.acmemarkets.com,Azure Maps,,2.0,ACME Markets,,ACME Markets
6515374,United States,New Haven,CT,Connecticut,06515-1703,"1057 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.32881,-72.96538,,Lucky 777 Food Mart,,Azure Maps,,21.0,Foodmart,,Foodmart
2926844,United States,New Haven,CT,Connecticut,06418-1433,"72 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.33022,-73.085,,ALDI Food Market,,Azure Maps,,21.0,Foodmart,,Foodmart
6015374,United States,New Haven,CT,Connecticut,06515-1217,"295 Valley Street, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33133,-72.9685,,Ali Deli Grocery,,Azure Maps,,,,,Ali Deli Grocery
4915374,United States,New Haven,CT,Connecticut,06515-1101,"1320 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.3314,-72.9734,,Gushers Food Mart,,Azure Maps,,,,,Gushers Food Mart
2826844,United States,New Haven,CT,Connecticut,06418-1433,"49 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.3315,-73.08451,,Save A Stores,,Azure Maps,,,,,Save A Stores
2726844,United States,New Haven,CT,Connecticut,06418-1433,"49 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.3315,-73.08451,,ShopRite Of Derby,shoprite.com/store/161A614,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
2726844,United States,New Haven,CT,Connecticut,06418-1433,"49 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.3315,-73.08451,,ShopRite Of Derby,shoprite.com/store/161A614,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
4615374,United States,New Haven,CT,Connecticut,06515-1101,"1336 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33177,-72.97396,,Gsam Food Mart,,Azure Maps,,21.0,Foodmart,,Foodmart
3126844,United States,New Haven,CT,Connecticut,06401-2100,"100 Division Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.332,-73.08221,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
3026844,United States,New Haven,CT,Connecticut,06401-2100,"100 Division Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.332,-73.08221,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/ansonia/100-division-street,Azure Maps,,,,,Stop & Shop Pharmacy
1815374,United States,Fairfield,CT,Connecticut,06484-1809,"200 Leavenworth Road, Shelton, CT 06484",Shelton,Shelton,,,41.33296,-73.13801,,Adams Hometown Market,www.adamshometownmarkets.com,Azure Maps,,,,,Adams Hometown Market
30712,United States,Fairfield,CT,Connecticut,06810-7530,"68 Sugar Hollow Road, Danbury, CT 06810",Danbury,Danbury,,,41.33297,-73.4725,,Town Line Variety Store,,Azure Maps,,,,,Town Line Variety Store
3526844,United States,New Haven,CT,Connecticut,06401-3241,"52 Platt Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.33374,-73.0742,,Platt Grocers,,Azure Maps,,,,,Platt Grocers
3415374,United States,New Haven,CT,Connecticut,06515-1405,"112 Amity Road, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33808,-72.97988,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
3515374,United States,New Haven,CT,Connecticut,06515-1405,"112 Amity Road, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33808,-72.97988,,Stop & Shop,stores.stopandshop.com/ct/new-haven/112-amity-road,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
5415374,United States,New Haven,CT,Connecticut,06515-1135,"589 Valley Street, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33859,-72.97347,,Valley Mart,,Azure Maps,,74.0,Walmart,Walmart,Walmart
1115374,United States,New Haven,CT,Connecticut,06401-2303,"360 Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.3411,-73.07794,,Mabuhay Asian Store,,Azure Maps,,,,,Mabuhay Asian Store
3915374,United States,New Haven,CT,Connecticut,06525-2237,"214 Amity Road, Woodbridge, CT 06525",Woodbridge,Woodbridge,,,41.34121,-72.9826,,Central Atlantic Collegiate Conference,www.caccathletics.org,Azure Maps,,,,,Central Atlantic Collegiate Conference
1515374,United States,New Haven,CT,Connecticut,06401-2407,"3 Hill Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.34126,-73.07089,,Danas Market,,Azure Maps,,,,,Danas Market
8315374,United States,New Haven,CT,Connecticut,06515-1007,"128 Wilmot Road, New Haven, CT 06515",New Haven,New Haven,West Rock,,41.34156,-72.95769,,Shop Mart,,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
8315374,United States,New Haven,CT,Connecticut,06515-1007,"128 Wilmot Road, New Haven, CT 06515",New Haven,New Haven,West Rock,,41.34156,-72.95769,,Shop Mart,,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
8415374,United States,New Haven,CT,Connecticut,06515-1007,"122 Wilmot Road, New Haven, CT 06515",New Haven,New Haven,West Rock,,41.3424,-72.9577,,West Rock Deli,,Azure Maps,,,,,West Rock Deli
1215374,United States,New Haven,CT,Connecticut,06401-1708,"55 Church Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.34477,-73.08945,,New Haven Food Mart,,Azure Maps,,,,,New Haven Food Mart
767735,United States,Westchester,NY,New York,10519-7008,"14 Front Street, Croton Falls, NY 10519",Croton Falls,North Salem,,,41.3485,-73.66283,,Whos Cooking,,Azure Maps,,,,,Whos Cooking
1915374,United States,New Haven,CT,Connecticut,06401-1631,"147 North Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.35217,-73.08092,,Mini Market,,Azure Maps,,,,,Mini Market
147735,United States,Westchester,NY,New York,10560-1400,"1 Dingle Ridge Road, North Salem, NY 10560",North Salem,North Salem,,,41.35394,-73.56819,,121 Next Door,www.121kitchen.com/,Azure Maps,,,,,121 Next Door
2215374,United States,New Haven,CT,Connecticut,06401-1449,"403 North Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.36122,-73.08298,,Big Y Market,www.bigy.com/,Azure Maps,,,,,Big Y Market
1126844,United States,New Haven,CT,Connecticut,06483-2214,"110 Great Hill Road, Seymour, CT 06483",Seymour,Seymour,,,41.3658,-73.11826,,Great Hill General Store,,Azure Maps,,,,,Great Hill General Store
230712,United States,Fairfield,CT,Connecticut,06801-2100,"10 Elizabeth Street, Bethel, CT 06801",Bethel,Bethel,,,41.37059,-73.41512,,Sprouts Farmers Market,www.sprouts.com,Azure Maps,,,,,Sprouts Farmers Market
130712,United States,Fairfield,CT,Connecticut,06801-2506,"98 Greenwood Avenue, Bethel, CT 06801",Bethel,Bethel,,,41.37125,-73.41003,,Caraluzzi's Bethel Food Market,www.caraluzzi.com,Azure Maps,,,,,Caraluzzi's Bethel Food Market
5530712,United States,Fairfield,CT,Connecticut,06470-2700,"228 South Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.37152,-73.27197,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
1026844,United States,Fairfield,CT,Connecticut,06470-2700,"228 South Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.37152,-73.27197,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/newtown/228-s-main-street,Azure Maps,,,,,Stop & Shop Pharmacy
667735,United States,Putnam,NY,New York,10509-2208,"100 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.37168,-73.63733,,A & P 32-207,,Azure Maps,,,,,A & P 32-207
177735,United States,Fairfield,CT,Connecticut,,"7 Backus Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3779,-73.4786,,Lucky Brand,stores.luckybrand.com/lucky-brand-6a7fffb3131d,Azure Maps,,,,,Lucky Brand
167735,United States,Fairfield,CT,Connecticut,06810-7432,"5C Sugar Hollow Road, Danbury, CT 06810",Danbury,Danbury,,,41.37999,-73.47506,,Whole Foods Market,www.wholefoodsmarket.com/stores/danbury,Azure Maps,,55.0,WHOLE FOODS,Amazon,WHOLE FOODS
197735,United States,Fairfield,CT,Connecticut,,"44-46 Lake Avenue Extension, Danbury, CT 06811",Danbury,Danbury,,,41.38654,-73.48764,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
187735,United States,Fairfield,CT,Connecticut,,"44 Lake Avenue Extension, Danbury, CT 06811",Danbury,Danbury,,,41.38654,-73.48764,,Super Stop & Shop,stores.stopandshop.com/ct/danbury/44-lake-avenue-ext,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
1230712,United States,Fairfield,CT,Connecticut,06810-8198,"91 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38795,-73.43897,,Disorbo Market,,Azure Maps,,,,,Disorbo Market
1930712,United States,Fairfield,CT,Connecticut,06810-3002,"29 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.38807,-73.44612,,Price Rite,www.priceritesupermarkets.com,Azure Maps,,36.0,Price Rite,,Price Rite
1930712,United States,Fairfield,CT,Connecticut,06810-3002,"29 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.38807,-73.44612,,Price Rite,www.priceritesupermarkets.com,Azure Maps,,75.0,Price Rite,Wakefern Food Corp.,Price Rite
267735,United States,Fairfield,CT,Connecticut,06810-6346,"72 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38867,-73.46912,,Tienda Ecuador,www.tiendaecuador.com,Azure Maps,,,,,Tienda Ecuador
257735,United States,Fairfield,CT,Connecticut,06810-6346,"78 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38867,-73.46964,,Ferry Grocery,,Azure Maps,,,,,Ferry Grocery
1430712,United States,Fairfield,CT,Connecticut,06810-8155,"49 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38877,-73.43549,,La Tienda Latina Grocery,,Azure Maps,,,,,La Tienda Latina Grocery
1330712,United States,Fairfield,CT,Connecticut,06810-8155,"49 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38877,-73.43549,,Lapaix Grocery,,Azure Maps,,,,,Lapaix Grocery
1630712,United States,Fairfield,CT,Connecticut,,"41 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38897,-73.43429,,Reina De La Nube,,Azure Maps,,,,,Reina De La Nube
277735,United States,Fairfield,CT,Connecticut,06810-6345,"44 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38924,-73.46776,,Stop & Shop,www.stopandshop.com/,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
1530712,United States,Fairfield,CT,Connecticut,06810-7041,"22 Shelter Rock Road, Danbury, CT 06810",Danbury,Danbury,,,41.38962,-73.433,,Kidderia,,Azure Maps,,,,,Kidderia
1830712,United States,Fairfield,CT,Connecticut,06810-6955,"2 Lee Mac Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3907,-73.43359,,Mega Business,,Azure Maps,,,,,Mega Business
1130712,United States,Fairfield,CT,Connecticut,06810-7044,"84 Shelter Rock Road, Danbury, CT 06810",Danbury,Danbury,,,41.39099,-73.42603,,Sam's Food Stores,www.samsfoodstores.com,Azure Maps,,1.0,A & P Food Stores,,A & P Food Stores
2130712,United States,Fairfield,CT,Connecticut,06810-7833,"92 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39105,-73.44886,,El Rancho Foods,,Azure Maps,,,,,El Rancho Foods
307735,United States,Fairfield,CT,Connecticut,06811-5277,"113 Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39183,-73.52236,,Trader Joe's,locations.traderjoes.com/ct/danbury/525/,Azure Maps,,52.0,Trader Joe's,ALDI,Trader Joe's
