Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name
2523029,United States,Fairfield,CT,Connecticut,06606-5303,"2509 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19692,-73.20046,,Gorge Grocery,,Azure Maps,
2423029,United States,Fairfield,CT,Connecticut,06606-4505,"1255 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19763,-73.20847,,Lou's Food,,Azure Maps,
2323029,United States,Fairfield,CT,Connecticut,06606-5447,"375 Capitol Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19774,-73.19845,,Mikes Supermarket,,Azure Maps,
2023029,United States,Fairfield,CT,Connecticut,06606-4667,"355 Hawley Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.1997,-73.20358,,Big Y Market,www.bigy.com/,Azure Maps,
2223029,United States,Fairfield,CT,Connecticut,,"35 Hill Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19974,-73.18762,,Gourmet Foods,,Azure Maps,
5323029,United States,Fairfield,CT,Connecticut,06610-2402,"536 Success Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.20031,-73.15665,,Success Market,,Azure Maps,
1823029,United States,Fairfield,CT,Connecticut,06606-4648,"251 Wayne Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.20084,-73.20888,,Wayne St Groceries,,Azure Maps,
2123029,United States,Fairfield,CT,Connecticut,06610-1604,"164 Boston Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East Side,,41.20155,-73.18578,,Price Rite,,Azure Maps,
1723029,United States,Fairfield,CT,Connecticut,06606-4649,"343 Wayne Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.20205,-73.20906,,Corner Variety Store,,Azure Maps,
697735,United States,Westchester,NY,New York,10506-1211,"602 Old Post Road, Bedford, NY 10506",Bedford,Bedford,,,41.20207,-73.64443,,Design Market Direct,,Azure Maps,
1923029,United States,Fairfield,CT,Connecticut,06610-1904,"2110 East Main Street, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.20351,-73.17933,,La Placita Market,,Azure Maps,
117735,United States,Westchester,NY,New York,10590-2626,"469 Smith Ridge Road, South Salem, NY 10590",South Salem,Lewisboro,,,41.20377,-73.51057,,Vista Market,,Azure Maps,
1423029,United States,Fairfield,CT,Connecticut,06610-1928,"2281 East Main Street, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.2058,-73.17897,,Nob Hill Deli & Grocery,,Azure Maps,
1323029,United States,Fairfield,CT,Connecticut,06606-3505,"143 Keeler Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.2068,-73.20968,,Torres Variety Grocery,,Azure Maps,
1123029,United States,Fairfield,CT,Connecticut,06606-5126,"500 Sylvan Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.20876,-73.1917,,Food Bazaar Supermarkets,www.myfoodbazaar.com,Azure Maps,
9215374,United States,New Haven,CT,Connecticut,06460-3106,"695 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.20974,-73.08311,,Suremart,,Azure Maps,
9615374,United States,New Haven,CT,Connecticut,06460-6415,"1064 East Broadway, Milford, CT 06460",Milford,Milford,,,41.21097,-73.05542,,Food Fare Deli & Market,,Azure Maps,
9715374,United States,New Haven,CT,Connecticut,06460-6415,"1064 East Broadway, Milford, CT 06460",Milford,Milford,,,41.21097,-73.05542,,Food Fare and Market,,Azure Maps,
1223029,United States,Fairfield,CT,Connecticut,06606-2631,"2600 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21103,-73.22429,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
5626844,United States,Fairfield,CT,Connecticut,06606-3706,"464 Beechmont Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21133,-73.20792,,Beechmont,,Azure Maps,
8615374,United States,New Haven,CT,Connecticut,06460-3171,"855 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21283,-73.07816,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
8715374,United States,New Haven,CT,Connecticut,06460-3171,"855 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21283,-73.07816,,Super Stop & Shop,stores.stopandshop.com/ct/milford/855-bridgeport-avenue,Azure Maps,
5326844,United States,Fairfield,CT,Connecticut,06606-2813,"3853 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21346,-73.21142,,Selam Meat & Grocery,,Azure Maps,
2923029,United States,Fairfield,CT,Connecticut,06614-3047,"20 Westchester Drive, Stratford, CT 06614",Stratford,Stratford,,,41.2137,-73.15149,,Krauszers Food Store,uhaul.com,Azure Maps,
1023029,United States,Fairfield,CT,Connecticut,06610-1465,"345 Huntington Turnpike, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.21389,-73.17498,,Foodworld IGA,,Azure Maps,
7715374,United States,New Haven,CT,Connecticut,06460-3144,"975 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21532,-73.07273,,One Stop Grocery & Convenience,,Azure Maps,
4926844,United States,Fairfield,CT,Connecticut,06606-2923,"1056 Reservoir Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.21534,-73.19202,,Morena Market,,Azure Maps,
107735,United States,Westchester,NY,New York,,"200 Oakridge Drive, South Salem, NY 10590",South Salem,Lewisboro,,,41.21646,-73.5175,,Art Jack Food Co,,Azure Maps,
7315374,United States,New Haven,CT,Connecticut,06460-3121,"155 Hill Street, Milford, CT 06460",Milford,Milford,,,41.21871,-73.07165,,American Frozen Foods,Americanfoods.com,Azure Maps,
6715374,United States,New Haven,CT,Connecticut,06460-3134,"150 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.21926,-73.07468,,Big Y World Class Market,www.bigy.com,Azure Maps,
4726844,United States,Fairfield,CT,Connecticut,06606-1837,"4425 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21998,-73.21658,,Price Rite Of Bridgeport - Main Street,www.priceritesupermarkets.com,Azure Maps,
7215374,United States,New Haven,CT,Connecticut,06460-4734,"74 High Street, Milford, CT 06460",Milford,Milford,,,41.22022,-73.05827,,New Dental,,Azure Maps,
6315374,United States,New Haven,CT,Connecticut,06460-3158,"238 Boston Post Road, Milford, CT 06460",Milford,Milford,,FrontDoor,41.22162,-73.07453,,ALDI,,Azure Maps,
423029,United States,Fairfield,CT,Connecticut,06606-1818,"4531 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.22206,-73.21803,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
4526844,United States,Fairfield,CT,Connecticut,06606-1818,"4531 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.22206,-73.21803,,Super Stop & Shop,stores.stopandshop.com/ct/bridgeport/4531-main-street,Azure Maps,
7115374,United States,New Haven,CT,Connecticut,06460-4829,"246 New Haven Avenue, Milford, CT 06460",Milford,Milford,,,41.22285,-73.0463,,Healthy Foods Plus,,Azure Maps,
7515374,United States,New Haven,CT,Connecticut,06460-6664,"374 New Haven Avenue, Milford, CT 06460",Milford,Milford,,,41.22355,-73.04056,,National Gourmet Foods,,Azure Maps,
7815374,United States,New Haven,CT,Connecticut,06460-6745,"5 Pond Point Avenue, Milford, CT 06460",Milford,Milford,,,41.22469,-73.03019,,Krauszer's,,Azure Maps,
1730712,United States,Fairfield,CT,Connecticut,06897-1719,"274 Nod Hill Road, Wilton, CT 06897",Wilton,Wilton,,,41.22761,-73.45959,,Nicholas Roberts Fine Foods,,Azure Maps,
223029,United States,Fairfield,CT,Connecticut,06611-3502,"5065 Main St, Trumbull, CT 06611",Trumbull,Trumbull,,,41.2282,-73.22499,,Ur Stop,,Azure Maps,
4115374,United States,New Haven,CT,Connecticut,06460-2636,"532 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.22965,-73.06605,,Lin Asian Food Market,,Azure Maps,
323029,United States,Fairfield,CT,Connecticut,06611-3502,"5065 Main St, Trumbull, CT 06611",Trumbull,Trumbull,,,41.23052,-73.22315,,Fred Meyer,www.fredmeyer.com,Azure Maps,
4326844,United States,Fairfield,CT,Connecticut,06612-1947,"41 Harvest Moon Road, Easton, CT 06612",Easton,Easton,,,41.23172,-73.26795,,Bresky Henry & Sons,,Azure Maps,
1523029,United States,Fairfield,CT,Connecticut,06614-1514,"355 Hawley Lane, Stratford, CT 06614",Stratford,Stratford,,,41.23307,-73.14989,,Big Y World Class Market,www.bigy.com,Azure Maps,
5515374,United States,New Haven,CT,Connecticut,06460-3624,"East Town Road, Milford, CT 06460",Milford,Milford,,,41.23609,-73.03158,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
5315374,United States,New Haven,CT,Connecticut,06460-3623,"1360 East Town Road, Milford, CT 06460",Milford,Milford,,,41.2362,-73.0317,,Super Stop & Shop,stores.stopandshop.com/ct/milford/1360-east-town-road,Azure Maps,
4023029,United States,Fairfield,CT,Connecticut,06612-1801,"5 Austin Drive, Easton, CT 06612",Easton,Easton,,,41.23722,-73.26732,,Bresky Theodore H & L J,,Azure Maps,
6215374,United States,New Haven,CT,Connecticut,06460-2838,"100 Research Drive, Milford, CT 06460",Milford,Milford,,,41.23964,-73.01631,,Mina Foods,www.minafoods.com/liquor.html,Azure Maps,
1623029,United States,Fairfield,CT,Connecticut,06611-5436,"80 Merritt Boulevard, Trumbull, CT 06611",Trumbull,Trumbull,,,41.24022,-73.146,,Nasdaq Stock Market,www.nasdaq.com,Azure Maps,
4215374,United States,New Haven,CT,Connecticut,06460-2755,"1365 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.24161,-73.03065,,Walmart,www.walmart.com/store/5294/milford-ct/details,Azure Maps,
907735,United States,Westchester,NY,New York,10507-2001,"357 Adams Street, Bedford Hills, NY 10507",Bedford Hills,Bedford,,,41.24205,-73.68773,,Michael Decarvalho,,Azure Maps,
23029,United States,Fairfield,CT,Connecticut,06611-3903,"2 Daniels Farm Road, Trumbull, CT 06611",Trumbull,Trumbull,,,41.24621,-73.198,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
7615374,United States,New Haven,CT,Connecticut,06477-3623,"57 Robinson Boulevard, Orange, CT 06477",Orange,Orange,,,41.24681,-72.99212,,Melisi Food,Capecodchips.com,Azure Maps,
3315374,United States,New Haven,CT,Connecticut,06460-2776,"1686 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.24789,-73.0248,,Whole Foods Market,www.wholefoodsmarket.com/stores/milford,Azure Maps,
867735,United States,Westchester,NY,New York,10536-2107,"132 Bedford Road, Katonah, NY 10536",Katonah,Bedford,,,41.25122,-73.68336,,DeCicco Family Markets - Katonah,www.deciccomarket.com,Azure Maps,
857735,United States,Westchester,NY,New York,,"Katonah, NY 10536",Katonah,Bedford,,,41.25157,-73.68281,,DeCicco's,,Azure Maps,
4015374,United States,New Haven,CT,Connecticut,06477-3340,"560 Boston Post Road, Orange, CT 06477",Orange,Orange,,,41.25243,-73.01917,,Trader Joe's,locations.traderjoes.com/ct/orange/524/,Azure Maps,
6615374,United States,New Haven,CT,Connecticut,06516-4151,"301 Heffernan Drive, West Haven, CT 06516",West Haven,West Haven,,,41.25564,-72.98939,,Watson Foods Co,www.watson-inc.com,Azure Maps,
1226844,United States,Fairfield,CT,Connecticut,06611-3140,"100 Quality Street, Trumbull, CT 06611",Trumbull,Trumbull,,,41.25623,-73.21575,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
4715374,United States,New Haven,CT,Connecticut,06477-3614,"181 Marsh Hill Road, Orange, CT 06477",Orange,Orange,,,41.25843,-73.00049,,Restaurant Depot,www.restaurantdepot.com,Azure Maps,
827735,United States,Westchester,NY,New York,10536-2132,"93 Katonah Avenue, Katonah, NY 10536",Katonah,Bedford,,,41.25847,-73.68415,,Village Market of Katonah,,Azure Maps,
3215374,United States,New Haven,CT,Connecticut,06477-3507,"401 Boston Post Road, Orange, CT 06477",Orange,Orange,,,41.26022,-73.00956,,Ocean State Jobbers,,Azure Maps,
157735,United States,Westchester,NY,New York,10518-1400,"788 Route 35, Cross River, NY 10518",Cross River,Lewisboro,,,41.26246,-73.61402,,Fifth Division Market,,Azure Maps,
2226844,United States,Fairfield,CT,Connecticut,,"898 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26435,-73.13352,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
2326844,United States,Fairfield,CT,Connecticut,,"898 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26435,-73.13352,,Stop & Shop,stores.stopandshop.com/ct/shelton/898-bridgeport-avenue,Azure Maps,
2026844,United States,Fairfield,CT,Connecticut,06484-4621,"875 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.26553,-73.13249,,ShopRite Of Shelton,shoprite.com/store/647F3989,Azure Maps,
6815374,United States,New Haven,CT,Connecticut,06516-3924,"59 Bull Hill Lane, West Haven, CT 06516",West Haven,West Haven,,,41.2684,-72.97957,,Shop Rite,,Azure Maps,
137735,United States,Westchester,NY,New York,10518-1111,"Route 35, Cross River, NY 10518",Cross River,Lewisboro,,,41.2686,-73.60628,,Fifth Division Market,,Azure Maps,
127735,United States,Westchester,NY,New York,,"890 Old Post Road, Cross River, NY 10518",Cross River,Lewisboro,,,41.26869,-73.6046,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
7015374,United States,New Haven,CT,Connecticut,,"535 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.2691,-72.97825,,ALDI,www.aldi.us/en/weekly-specials/our-weekly-ads/,Azure Maps,
1826844,United States,Fairfield,CT,Connecticut,06484-4717,"825 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.2694,-73.12885,,ShopRite,www.shoprite.com/,Azure Maps,
7415374,United States,New Haven,CT,Connecticut,06516-4046,"502 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.2697,-72.97576,,Greatway Food Store,,Azure Maps,
6915374,United States,New Haven,CT,Connecticut,06516-4045,"515 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,FrontDoor,41.27008,-72.97732,,Walmart,www.walmart.com/store/3803/west-haven-ct/details,Azure Maps,
5015374,United States,New Haven,CT,Connecticut,06516-3942,"221 Bull Hill Lane, West Haven, CT 06516",West Haven,West Haven,,,41.27277,-72.98607,,Big Bargain Convenience,,Azure Maps,
4315374,United States,New Haven,CT,Connecticut,,"259 Bull Hill Lane, Orange, CT 06477",Orange,Orange,,,41.27379,-72.98741,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
4415374,United States,New Haven,CT,Connecticut,,"259 Bull Hill Lane, Orange, CT 06477",Orange,Orange,,,41.27379,-72.98741,,"ShopRite Of Orange, Ct",shop.shoprite.com/store/ec50123779,Azure Maps,
8515374,United States,New Haven,CT,Connecticut,06516-4114,"211 Saw Mill Road, West Haven, CT 06516",West Haven,West Haven,,,41.27402,-72.96494,,Tiba Halal Market / Mediterranean Flavor,,Azure Maps,
8815374,United States,New Haven,CT,Connecticut,06516-3554,"319 York Street, West Haven, CT 06516",West Haven,West Haven,,,41.27414,-72.96463,,Congress Market,,Azure Maps,
1326844,United States,Fairfield,CT,Connecticut,06484-6269,"2 Corporate Drive, Shelton, CT 06484",Shelton,Shelton,,,41.27617,-73.12952,,Nasdaq Stock Market,www.nasdaq.com,Azure Maps,
687735,United States,Westchester,NY,New York,,"100 Goldens Bridge Road, Katonah, NY 10526",Katonah,Lewisboro,,,41.27657,-73.68018,,A & P Food Store,local.acmemarkets.com,Azure Maps,
27735,United States,Fairfield,CT,Connecticut,06877-4627,"360 Main Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.28018,-73.49834,,Ridgefield Water Supply Co,,Azure Maps,
2715374,United States,New Haven,CT,Connecticut,06477-2400,"661 Orange Center Road, Orange, CT 06477",Orange,Orange,,,41.28175,-73.02805,,Orange Center Convenience,orangeedc.com/DEFAULT.ASP,Azure Maps,
17735,United States,Fairfield,CT,Connecticut,06877-4508,"424 Main Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2824,-73.49848,,Milillo Farms,www.ridgefieldapartments.com,Azure Maps,
4515374,United States,New Haven,CT,Connecticut,06516-2222,"1088 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28253,-72.98144,,C & A Market,,Azure Maps,
7735,United States,Fairfield,CT,Connecticut,06877-4509,"18-20 Prospect Street, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.28335,-73.49805,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
4815374,United States,New Haven,CT,Connecticut,06516-1732,"215 Tuthill Street, West Haven, CT 06516",West Haven,West Haven,,,41.28444,-72.97989,,Future Meat Market,,Azure Maps,
9815374,United States,New Haven,CT,Connecticut,06516-2769,"818 1st Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28563,-72.95367,,Envios Las Americas,,Azure Maps,
6115374,United States,New Haven,CT,Connecticut,06516-1900,"702 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28821,-72.97207,,Aldeans Market,,Azure Maps,
1315374,United States,Fairfield,CT,Connecticut,06484-6122,"14 Forest Parkway, Shelton, CT 06484",Shelton,Shelton,,,41.28935,-73.10517,,Stop & Shop,www.stopandshop.com,Azure Maps,
8115374,United States,New Haven,CT,Connecticut,06516-2099,"1131 Campbell Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.28988,-72.95898,,ShopRite,www.shoprite.com/,Azure Maps,
1415374,United States,Fairfield,CT,Connecticut,06484-4751,"465 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.28999,-73.11234,,Walmart,www.walmart.com/store/2163/shelton-ct/details,Azure Maps,
37735,United States,Fairfield,CT,Connecticut,06877-4019,"42 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2903,-73.49719,,A & P Tea Co,,Azure Maps,
2015374,United States,New Haven,CT,Connecticut,06477-1521,"767 Derby Milford Road, Orange, CT 06477",Orange,Orange,,,41.29205,-73.0565,,Sprouts Farmers Market,www.sprouts.com,Azure Maps,
430712,United States,Fairfield,CT,Connecticut,06877-4107,"109 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29329,-73.49307,,Ridgefield Organics & Specialty Market,www.ridgefieldorganics.com,Azure Maps,
617735,United States,Westchester,NY,New York,,"Goldens Bridge, NY 10526",Goldens Bridge,Lewisboro,,,41.29352,-73.67613,,ACME Markets,https://local.acmemarkets.com/ny/goldens-bridge/100-route-22.html,Azure Maps,
330712,United States,Fairfield,CT,Connecticut,06877-4111,"125 Danbury Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.2946,-73.4929,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
530712,United States,Fairfield,CT,Connecticut,,"Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29488,-73.49475,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/ridgefield/125-danbury-road-rte-35,Azure Maps,
1015374,United States,Fairfield,CT,Connecticut,06484-5303,"401 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.29494,-73.10942,,Big Y World Class Market,www.bigy.com,Azure Maps,
1626844,United States,Fairfield,CT,Connecticut,06484-5304,"401 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.29494,-73.10942,,The Market Place,,Azure Maps,
7915374,United States,New Haven,CT,Connecticut,06516-2027,"193 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.29581,-72.95759,,Alling Town Mini Market,,Azure Maps,
8215374,United States,New Haven,CT,Connecticut,06516-2001,"163 Orange Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.29611,-72.95672,,Spotless Linens,,Azure Maps,
2115374,United States,Fairfield,CT,Connecticut,06484-5211,"17 Huntington Plaza, Shelton, CT 06484",Shelton,Shelton,,,41.29612,-73.14554,,Kim's Light Foods,,Azure Maps,
8015374,United States,New Haven,CT,Connecticut,06516-1653,"80 Gilbert Street, West Haven, CT 06516",West Haven,West Haven,,,41.29873,-72.95643,,Sandoval Deli Mart,,Azure Maps,
4430712,United States,Fairfield,CT,Connecticut,06877-2917,"262 West Mountain Road, Ridgefield, CT 06877",Ridgefield,Ridgefield,,,41.29915,-73.53595,,Ridgefield Water Supply Co Pumping Station,,Azure Maps,
237735,United States,Westchester,NY,New York,10526-1402,"100 Waccabuc Road, Goldens Bridge, NY 10526",Goldens Bridge,Lewisboro,,,41.29941,-73.63682,,A & P,,Azure Maps,
5115374,United States,New Haven,CT,Connecticut,06516-1007,"486 Derby Avenue, West Haven, CT 06516",West Haven,West Haven,,,41.30586,-72.9721,,Everclear Water,,Azure Maps,
1030712,United States,Fairfield,CT,Connecticut,06612-1054,"65 Fieldstone Drive, Easton, CT 06612",Easton,Easton,,,41.30742,-73.27698,,Fieldstone Marketing,,Azure Maps,
1726844,United States,Fairfield,CT,Connecticut,06484-3254,"99 Bridgeport Avenue, Shelton, CT 06484",Shelton,Shelton,,,41.31014,-73.09787,,Cpu Shelton Food Mart,,Azure Maps,
9415374,United States,New Haven,CT,Connecticut,06511-5129,"794 George Street, New Haven, CT 06511",New Haven,New Haven,,,41.31063,-72.94951,,Daily Stop,,Azure Maps,
1615374,United States,New Haven,CT,Connecticut,06418-2522,"656 New Haven Avenue, Derby, CT 06418",Derby,Derby,,,41.31152,-73.05254,,Big Y World Class Market,www.bigy.com,Azure Maps,
1715374,United States,New Haven,CT,Connecticut,06418-2522,"656 New Haven Avenue, Derby, CT 06418",Derby,Derby,,,41.31152,-73.05254,,IGA,www.iga.com,Azure Maps,
9515374,United States,New Haven,CT,Connecticut,06511-4251,"1569 Chapel Street, New Haven, CT 06511",New Haven,New Haven,,,41.31219,-72.94837,,Luck Star Market,,Azure Maps,
9115374,United States,New Haven,CT,Connecticut,06511-4200,"1613 Chapel Street, New Haven, CT 06511",New Haven,New Haven,Edgewood,,41.31265,-72.95045,,Reyes Market,,Azure Maps,
226844,United States,Fairfield,CT,Connecticut,06468-2357,"470 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31516,-73.21764,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
326844,United States,Fairfield,CT,Connecticut,06468-2357,"470 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31516,-73.21764,,Stop & Shop,stores.stopandshop.com/ct/monroe/470-monroe-turnpike,Azure Maps,
126844,United States,Fairfield,CT,Connecticut,06468-2362,"487 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31605,-73.21683,,Monroe Food Mart,www.monroeps.org,Azure Maps,
26844,United States,Fairfield,CT,Connecticut,06468-2310,"535 Monroe Turnpike, Monroe, CT 06468",Monroe,Monroe,,,41.31867,-73.21444,,Big Y World Class Market,www.bigy.com,Azure Maps,
2630712,United States,Fairfield,CT,Connecticut,06468-1150,"388 Main Street, Monroe, CT 06468",Monroe,Monroe,,,41.31958,-73.26258,,Team Four Foods,Teamfourfoods.com,Azure Maps,
15374,United States,New Haven,CT,Connecticut,06418-1934,"143 Main Street, Derby, CT 06418",Derby,Derby,,,41.31966,-73.08685,,Island Star,,Azure Maps,
2330712,United States,Fairfield,CT,Connecticut,06468-1112,"444 Main Street, Monroe, CT 06468",Monroe,Monroe,,,41.32267,-73.26526,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
115374,United States,New Haven,CT,Connecticut,06418-1814,"160 Elizabeth Street, Derby, CT 06418",Derby,Derby,,,41.32315,-73.08962,,Checker Food Store,,Azure Maps,
9015374,United States,New Haven,CT,Connecticut,06515-1311,"287 Blake Street, New Haven, CT 06515",New Haven,New Haven,Beaver Hills,,41.32724,-72.95318,,Campus Convenience,,Azure Maps,
6415374,United States,New Haven,CT,Connecticut,06515-1703,"1057 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.32881,-72.96538,,Acme Market,www.acmemarkets.com,Azure Maps,
6515374,United States,New Haven,CT,Connecticut,06515-1703,"1057 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.32881,-72.96538,,Lucky 777 Food Mart,,Azure Maps,
2926844,United States,New Haven,CT,Connecticut,06418-1433,"72 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.33022,-73.085,,ALDI Food Market,,Azure Maps,
6015374,United States,New Haven,CT,Connecticut,06515-1217,"295 Valley Street, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33133,-72.9685,,Ali Deli Grocery,,Azure Maps,
4915374,United States,New Haven,CT,Connecticut,06515-1101,"1320 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.3314,-72.9734,,Gushers Food Mart,,Azure Maps,
2826844,United States,New Haven,CT,Connecticut,06418-1433,"49 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.3315,-73.08451,,Save A Stores,,Azure Maps,
2726844,United States,New Haven,CT,Connecticut,06418-1433,"49 Pershing Drive, Derby, CT 06418",Derby,Derby,,,41.3315,-73.08451,,ShopRite Of Derby,shoprite.com/store/161A614,Azure Maps,
4615374,United States,New Haven,CT,Connecticut,06515-1101,"1336 Whalley Avenue, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33177,-72.97396,,Gsam Food Mart,,Azure Maps,
3126844,United States,New Haven,CT,Connecticut,06401-2100,"100 Division Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.332,-73.08221,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
3026844,United States,New Haven,CT,Connecticut,06401-2100,"100 Division Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.332,-73.08221,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/ansonia/100-division-street,Azure Maps,
1815374,United States,Fairfield,CT,Connecticut,06484-1809,"200 Leavenworth Road, Shelton, CT 06484",Shelton,Shelton,,,41.33296,-73.13801,,Adams Hometown Market,www.adamshometownmarkets.com,Azure Maps,
30712,United States,Fairfield,CT,Connecticut,06810-7530,"68 Sugar Hollow Road, Danbury, CT 06810",Danbury,Danbury,,,41.33297,-73.4725,,Town Line Variety Store,,Azure Maps,
3526844,United States,New Haven,CT,Connecticut,06401-3241,"52 Platt Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.33374,-73.0742,,Platt Grocers,,Azure Maps,
3415374,United States,New Haven,CT,Connecticut,06515-1405,"112 Amity Road, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33808,-72.97988,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
3515374,United States,New Haven,CT,Connecticut,06515-1405,"112 Amity Road, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33808,-72.97988,,Stop & Shop,stores.stopandshop.com/ct/new-haven/112-amity-road,Azure Maps,
5415374,United States,New Haven,CT,Connecticut,06515-1135,"589 Valley Street, New Haven, CT 06515",New Haven,New Haven,Amity,,41.33859,-72.97347,,Valley Mart,,Azure Maps,
1115374,United States,New Haven,CT,Connecticut,06401-2303,"360 Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.3411,-73.07794,,Mabuhay Asian Store,,Azure Maps,
